peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
Lhotse,2012,Spring,Success (main peak),8516.0,10,0,2,0,True
Lhotse,2012,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5267.0,10,0,0,0,False
Lhotse,2012,Spring,Success (main peak),8516.0,2,0,1,0,True
Lhotse,2012,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,1,0,0,0,False
Lhotse,2012,Spring,"Illness, AMS, exhaustion, or frostbite",8250.0,1,0,0,0,False
Makalu,2012,Spring,Success (main peak),8485.0,3,0,3,0,True
Makalu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",8440.0,4,0,2,0,True
Makalu,2012,Spring,Lack of time,8420.0,1,0,1,0,True
Manaslu,2012,Spring,Success (main peak),8163.0,2,0,0,0,False
Manaslu,2012,Spring,Success (subpeak),8125.0,1,0,1,0,False
Manaslu,2012,Spring,"Bad weather (storms, high winds)",6840.0,5,0,1,0,False
Manaslu,2012,Spring,"Bad weather (storms, high winds)",7100.0,2,0,1,0,False
Manaslu,2012,Spring,Success (main peak),8163.0,2,1,1,0,False
Manaslu,2012,Spring,Success (main peak),8163.0,1,0,0,0,False
Manaslu,2012,Spring,Success (main peak),8163.0,6,0,8,0,True
Manaslu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",7875.0,1,0,1,0,True
Manaslu,2012,Spring,Success (main peak),8163.0,8,0,0,0,False
Manaslu,2012,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600.0,8,0,0,0,False
Manaslu,2012,Spring,"Bad weather (storms, high winds)",6300.0,3,0,1,0,False
Nuptse,2012,Spring,Success (main peak),7864.0,3,0,0,0,False
Nuptse,2012,Spring,Did not attempt climb,7300.0,7,0,0,0,False
Shey Shikhar,2012,Summer,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5700.0,4,0,3,0,False
Cho Oyu,2012,Spring,"Bad weather (storms, high winds)",8100.0,3,0,1,0,True
Cho Oyu,2012,Spring,Success (main peak),8188.0,2,0,0,0,False
Lhotse,2012,Spring,Success (main peak),8516.0,3,0,0,0,True
Lhotse,2012,Spring,Success (subpeak),8516.0,1,0,1,0,True
Lhotse,2012,Spring,Success (main peak),8516.0,3,0,0,0,True
Everest,2012,Spring,Success (main peak),8850.0,16,1,19,0,True
Cho Polu,2011,Autumn,Success (main peak),6700.0,2,0,0,0,False
Everest,2012,Spring,Success (main peak),8850.0,12,0,11,0,True
Everest,2012,Spring,Accident (death or serious injury),8445.0,1,0,1,0,True
Lhotse,2012,Spring,Success (main peak),8516.0,4,0,2,0,True
Everest,2012,Spring,Success (main peak),8850.0,11,0,11,0,True
Annapurna IV,2012,Autumn,Did not attempt climb,7300.0,2,0,0,0,False
Himlung Himal,2012,Autumn,"Bad weather (storms, high winds)",5200.0,2,0,2,0,False
Makalu,2012,Autumn,"Bad weather (storms, high winds)",7900.0,8,0,4,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,8,0,5,0,True
Manaslu,2012,Autumn,Did not reach base camp,7300.0,1,0,0,0,False
Manaslu,2012,Autumn,Accident (death or serious injury),6730.0,14,1,6,0,True
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,4,0,3,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6580.0,11,0,7,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6500.0,5,0,4,0,False
Manaslu,2012,Autumn,Lack of time,6100.0,4,0,0,0,False
Manaslu,2012,Autumn,Lack (or loss) of supplies or equipment,6400.0,3,0,2,0,False
Manaslu,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",8015.0,1,0,0,0,False
Manaslu,2012,Autumn,Lack (or loss) of supplies or equipment,6500.0,1,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600.0,3,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,3,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,6,0,5,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,4,0,3,0,False
Cho Oyu,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",8060.0,2,0,0,0,False
Cho Oyu,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,6,0,1,0,False
Cho Oyu,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",8050.0,1,0,0,0,False
Cho Oyu,2011,Autumn,Unknown,7300.0,1,0,0,0,False
Cho Oyu,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",6430.0,2,0,0,0,False
Cho Oyu,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700.0,2,0,1,0,False
Cho Oyu,2011,Autumn,"Bad weather (storms, high winds)",7500.0,6,0,0,0,False
Lhotse,2012,Spring,Success (main peak),8516.0,3,0,3,0,True
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Bhrikuti,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,4,0,2,0,False
Dhaulagiri I,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7580.0,6,0,6,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,0,0,False
Cho Oyu,2011,Autumn,Success (main peak),8188.0,9,0,5,0,True
Cho Oyu,2011,Autumn,Success (main peak),8188.0,5,0,3,0,True
Everest,2011,Autumn,Lack (or loss) of supplies or equipment,7800.0,3,0,0,0,False
Pumori,2011,Autumn,Success (main peak),7138.0,8,0,4,0,False
Pumori,2011,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6950.0,3,0,0,0,False
Pumori,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5900.0,2,0,0,0,False
Samdo,2011,Autumn,Did not attempt climb,7300.0,15,0,0,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,1,0,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,4,0,0,0,False
Himlung Himal,2011,Autumn,Unknown,7300.0,12,0,7,0,False
Cho Oyu,1993,Autumn,Success (main peak),8188.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,12,0,0,0,False
Pumori,2011,Autumn,Success (main peak),7138.0,4,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,4,0,False
Kojichuwa Chuli,2011,Summer,Success (subpeak),6159.0,4,0,3,0,False
Everest,2012,Spring,Lack (or loss) of supplies or equipment,8300.0,1,0,0,0,False
Everest,2012,Spring,Success (main peak),8850.0,1,1,0,0,False
Everest,2012,Spring,Success (main peak),8850.0,1,1,1,0,True
Everest,2012,Spring,Success (main peak),8850.0,4,1,0,0,True
Everest,2012,Spring,Success (main peak),8850.0,2,0,1,0,True
Everest,2012,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2012,Spring,Success (main peak),8850.0,4,0,3,0,True
Everest,2012,Spring,Success (main peak),8850.0,2,0,2,0,True
Everest,2012,Spring,Success (main peak),8850.0,1,0,2,0,True
Everest,2012,Spring,Success (main peak),8850.0,1,0,4,0,True
Makalu,2012,Spring,Success (main peak),8485.0,1,0,2,0,True
Lhotse,2012,Spring,Success (main peak),8516.0,2,0,3,0,True
Annapurna I,2012,Spring,Success (main peak),8091.0,1,0,1,0,False
Everest,2012,Spring,"Illness, AMS, exhaustion, or frostbite",6200.0,1,0,2,0,True
Ama Dablam,2011,Autumn,Success (main peak),6814.0,7,0,4,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,4,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,5,0,3,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Baruntse,2011,Autumn,Success (main peak),7152.0,2,0,2,0,False
Putha Hiunchuli,2011,Autumn,Success (main peak),7246.0,2,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Accident (death or serious injury),7300.0,5,1,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,0,0,False
Chako,2011,Autumn,Success (main peak),6704.0,7,1,1,0,False
Kangchenjunga,2012,Spring,Lack (or loss) of supplies or equipment,8200.0,1,0,4,0,True
Ama Dablam,2011,Autumn,Success (main peak),6814.0,11,0,6,0,False
Pumori,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6250.0,15,0,3,0,False
Pumori,2011,Autumn,Success (main peak),7138.0,5,0,0,0,False
Pumori,2011,Autumn,Success (main peak),7138.0,7,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,11,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,8,0,5,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,13,0,5,0,False
Putha Hiunchuli,2011,Autumn,Success (main peak),7246.0,13,0,3,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,6,0,3,0,False
Ama Dablam,2010,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2010,Autumn,Success (main peak),6814.0,4,0,5,0,False
Ama Dablam,2010,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2010,Autumn,Success (main peak),6814.0,4,0,0,0,False
Putha Hiunchuli,2010,Autumn,Success (main peak),7246.0,10,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Merra,2011,Autumn,Success (main peak),6334.0,2,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,4,0,4,0,False
Putha Hiunchuli,2011,Autumn,Success (main peak),7246.0,11,0,3,0,False
Putha Hiunchuli,2011,Autumn,Success (main peak),7246.0,4,0,4,0,False
Himlung Himal,2011,Autumn,Success (main peak),7126.0,13,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,7,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,4,0,3,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,2,0,2,0,False
Cho Oyu,2011,Autumn,"Bad weather (storms, high winds)",7100.0,14,0,9,0,True
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,2,0,False
Cho Oyu,2011,Autumn,Success (main peak),8188.0,3,0,2,0,True
Tilicho,2011,Autumn,Success (main peak),7134.0,7,0,0,0,False
Putha Hiunchuli,2011,Autumn,Success (main peak),7246.0,8,0,2,0,False
Tashi Kang,2011,Autumn,Success (main peak),6386.0,4,0,0,0,False
Manaslu,2011,Autumn,Success (main peak),8163.0,3,0,3,0,False
Thulagi,2011,Autumn,Accident (death or serious injury),5950.0,5,1,0,0,False
Kyashar,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",6350.0,3,0,0,0,False
Himlung Himal,2011,Autumn,Unknown,7300.0,2,0,0,0,False
Cho Oyu,2011,Autumn,Unknown,7300.0,1,0,0,0,False
Baruntse,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,3,0,2,0,False
Khatung Khang,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,12,0,2,0,False
Gojung,2011,Autumn,Success (main peak),6310.0,4,0,0,0,False
Ama Dablam,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",6700.0,1,0,1,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,2,0,0,0,False
Ama Dablam,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6000.0,3,0,1,0,False
Cho Oyu,2011,Autumn,Success (main peak),8188.0,1,0,2,0,True
Cho Oyu,2011,Autumn,Lack of time,6400.0,5,0,0,0,False
Cho Oyu,2012,Spring,Lack (or loss) of supplies or equipment,7150.0,1,0,1,0,True
Cho Oyu,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,6,0,3,0,False
Churen Himal Central,2012,Autumn,Success (subpeak),7371.0,6,0,1,0,False
Everest,2012,Autumn,"Bad weather (storms, high winds)",7900.0,10,0,4,0,False
Hunku,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5600.0,2,0,0,0,False
Manaslu,2011,Autumn,Success (main peak),8163.0,2,0,3,0,True
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,1,0,False
Manaslu,2012,Autumn,Lack (or loss) of supplies or equipment,6800.0,3,0,2,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,13,5,5,0,True
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,4,0,4,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,6,0,6,0,True
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800.0,2,0,2,0,False
Manaslu,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",7800.0,1,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,2,0,2,0,True
Nuptse,2012,Autumn,"Bad weather (storms, high winds)",7700.0,3,0,0,0,False
Putha Hiunchuli,2012,Autumn,Success (main peak),7246.0,8,0,3,0,False
Tukuche,2011,Autumn,Success (main peak),6920.0,3,0,2,0,False
Tukuche,2011,Autumn,Success (main peak),6920.0,12,0,4,0,False
Cho Oyu,2011,Autumn,Success (main peak),8188.0,11,0,3,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,4,0,3,0,False
Baruntse,2011,Autumn,Unknown,7300.0,2,0,0,0,False
Cho Oyu,2011,Autumn,Success (main peak),8188.0,14,0,1,0,True
Everest,2012,Spring,Success (main peak),8850.0,18,0,28,0,True
Everest,2012,Spring,Success (main peak),8850.0,22,0,1,0,True
Ama Dablam,2011,Autumn,"Illness, AMS, exhaustion, or frostbite",6100.0,3,0,1,0,False
Ama Dablam,2011,Autumn,Other,5750.0,3,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,8,0,4,0,False
Ama Dablam,2012,Autumn,Other,5100.0,2,0,2,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,1,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,3,0,1,0,False
Ama Dablam,2012,Autumn,Did not attempt climb,4400.0,2,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,4,0,1,0,False
Ama Dablam,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",6000.0,3,0,0,0,False
Ama Dablam,2012,Autumn,Lack of time,6000.0,2,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,2,0,False
Ama Dablam,2012,Autumn,"Bad weather (storms, high winds)",6000.0,9,0,4,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,8,0,3,0,False
Amotsang,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6220.0,4,0,2,0,False
Amphu I,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,5,0,0,0,False
Annapurna I,2012,Autumn,Accident (death or serious injury),5800.0,13,2,0,0,False
Annapurna IV,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6500.0,10,0,5,0,False
Baruntse,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6150.0,2,0,1,0,False
Baruntse,2012,Autumn,"Bad weather (storms, high winds)",6900.0,4,0,3,0,False
Baruntse,2012,Autumn,Success (main peak),7152.0,6,0,3,0,False
Baruntse,2012,Autumn,Success (main peak),7152.0,5,0,0,0,False
Baruntse,2012,Autumn,Success (main peak),7152.0,3,0,2,0,False
Baruntse,2012,Autumn,"Bad weather (storms, high winds)",6400.0,13,0,2,0,False
Baruntse,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,6,0,0,0,False
Baruntse,2012,Autumn,Success (main peak),7152.0,16,0,8,0,True
Chamlang,2012,Autumn,"Bad weather (storms, high winds)",6200.0,2,0,0,0,False
Dhaulagiri I,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7650.0,14,0,6,0,True
Everest,2012,Spring,Success (main peak),8850.0,9,0,5,0,True
Everest,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",8000.0,3,0,8,0,False
Ganesh I,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5700.0,7,0,5,0,False
Gyajikang,2012,Autumn,Success (main peak),7074.0,8,0,2,0,False
Himlung Himal,2012,Autumn,"Bad weather (storms, high winds)",7000.0,7,0,2,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,3,0,0,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,2,0,1,0,False
Himlung Himal,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6421.0,6,0,3,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,8,0,2,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,13,0,2,0,False
Himlung Himal,2012,Autumn,Success (main peak),7126.0,7,0,6,0,False
Kyashar,2012,Autumn,Lack (or loss) of supplies or equipment,6400.0,3,0,0,0,False
Kyashar,2012,Autumn,Success (main peak),6770.0,3,0,0,0,False
Lunag Ri,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",6160.0,2,0,0,0,False
Makalu,2012,Autumn,"Bad weather (storms, high winds)",7500.0,7,0,5,0,False
Makalu,2012,Autumn,"Bad weather (storms, high winds)",8050.0,1,0,1,0,False
Makalu,2012,Autumn,"Bad weather (storms, high winds)",8030.0,1,0,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,0,0,False
Manaslu,2012,Autumn,Accident (death or serious injury),6800.0,1,1,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,1,0,True
Manaslu,2012,Autumn,Success (main peak),8163.0,5,0,3,0,False
Manaslu,2012,Autumn,"Bad weather (storms, high winds)",5700.0,1,0,1,0,False
Manaslu,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",7400.0,1,0,1,0,True
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6900.0,5,0,2,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5850.0,7,0,3,0,False
Manaslu,2012,Autumn,Accident (death or serious injury),6600.0,2,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,5,0,3,0,True
Manaslu,2012,Autumn,Success (main peak),8163.0,6,0,1,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700.0,4,1,2,1,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,4,0,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,8,0,2,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,5,0,1,0,False
Manaslu,2012,Autumn,"Bad weather (storms, high winds)",6800.0,3,0,1,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,13,0,10,0,True
Manaslu,2012,Autumn,Accident (death or serious injury),6270.0,1,1,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,11,0,4,0,False
Manaslu,2012,Autumn,Accident (death or serious injury),6800.0,4,2,2,0,True
Manaslu,2012,Autumn,Success (main peak),8163.0,12,0,11,0,True
Manaslu,2012,Autumn,Success (main peak),8163.0,5,0,3,0,True
Manaslu,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",7100.0,1,0,1,0,False
Peak 41,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5840.0,2,0,0,0,False
Pumori,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6400.0,6,0,3,0,False
Putha Hiunchuli,2012,Autumn,Success (main peak),7246.0,6,0,3,0,False
Syaokang,2012,Autumn,Success (main peak),5929.0,6,0,0,0,False
Tengi Ragi Tau,2012,Autumn,Did not attempt climb,7300.0,3,0,0,0,False
Tukuche,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5600.0,2,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,12,0,3,0,False
Lhotse,2012,Autumn,"Bad weather (storms, high winds)",8250.0,7,0,2,1,True
Churen Himal West,2012,Autumn,Success (main peak),7371.0,6,0,1,0,False
Pokharkang,2012,Autumn,Success (main peak),6372.0,4,0,2,0,False
Hunku,2012,Autumn,Success (main peak),6119.0,2,0,0,0,False
Chaw Peak,2012,Autumn,Lack of time,6000.0,6,0,0,0,False
Langmoche Ri,2012,Autumn,Success (main peak),6552.0,3,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,13,0,7,0,False
Ama Dablam,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",6000.0,5,0,1,0,False
Ama Dablam,2012,Winter,"Bad weather (storms, high winds)",5800.0,1,0,1,0,False
Ama Dablam,2012,Winter,"Bad weather (storms, high winds)",6500.0,3,0,1,0,False
Baruntse,2012,Spring,"Bad weather (storms, high winds)",6400.0,2,0,1,0,False
Baruntse,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6900.0,6,0,3,0,False
Janak Chuli,2012,Autumn,Success (main peak),7041.0,5,0,0,0,False
Lhotse,2012,Autumn,"Bad weather (storms, high winds)",8450.0,2,0,0,0,False
Manaslu,2012,Autumn,"Illness, AMS, exhaustion, or frostbite",7400.0,2,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,0,0,False
Manaslu,2012,Autumn,Accident (death or serious injury),6100.0,13,0,19,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,4,0,2,0,False
Pumori,2012,Winter,"Bad weather (storms, high winds)",6400.0,1,0,3,0,False
Putha Hiunchuli,2012,Autumn,Success (main peak),7246.0,13,0,2,0,False
Lashar II,2012,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,5,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,8,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,15,0,4,0,False
Dhaulagiri I,2012,Spring,Success (main peak),8167.0,1,0,0,0,False
Dhaulagiri I,2012,Spring,Success (main peak),8167.0,1,0,0,0,False
Annapurna I,2012,Spring,Success (main peak),8091.0,2,0,0,0,False
Ama Dablam,2012,Spring,Success (main peak),6814.0,3,0,1,0,False
Lhotse,2012,Spring,Success (main peak),8516.0,3,0,3,0,True
Baruntse,2010,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,3,0,0,0,False
Baruntse,2010,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700.0,8,0,0,0,False
Himlung Himal,2012,Spring,"Bad weather (storms, high winds)",5500.0,6,0,0,0,False
Manaslu,2012,Autumn,Success (main peak),8163.0,1,0,1,0,True
Everest,2012,Spring,Success (main peak),8850.0,23,0,14,0,True
Baruntse,2012,Spring,"Bad weather (storms, high winds)",6100.0,1,0,1,0,False
Cho Oyu,2012,Spring,"Bad weather (storms, high winds)",8100.0,2,0,0,0,False
Gyajikang,2012,Spring,"Bad weather (storms, high winds)",6750.0,9,0,0,0,False
Gyajikang,2012,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6050.0,2,0,3,0,False
Lhotse,2012,Spring,Success (main peak),8516.0,1,0,1,0,True
Lhayul Peak,2011,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5200.0,2,0,0,0,False
Lhotse,2012,Spring,Accident (death or serious injury),7300.0,4,0,3,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,6,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,1,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,4,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,3,0,0,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,2,0,0,0,False
Ama Dablam,2012,Autumn,Unknown,7300.0,2,0,1,0,False
Ama Dablam,2012,Autumn,Unknown,7300.0,3,0,2,0,False
Ama Dablam,2012,Autumn,Unknown,7300.0,1,0,1,0,False
Ama Dablam,2012,Autumn,"Bad weather (storms, high winds)",6585.0,2,0,1,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,5,0,3,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,3,0,2,0,False
Ama Dablam,2012,Autumn,Success (main peak),6814.0,4,0,2,0,False
Ama Dablam,2012,Autumn,Unknown,7300.0,1,0,0,0,False
Manaslu,2012,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7450.0,3,0,1,0,False
Simnang Himal,2012,Autumn,Success (main peak),6251.0,6,0,0,0,False
Ama Dablam,2012,Autumn,"Bad weather (storms, high winds)",6300.0,1,0,0,0,False
Ama Dablam,2011,Autumn,Success (main peak),6814.0,1,0,0,0,False
Dhaulagiri I,2012,Autumn,"Bad weather (storms, high winds)",6600.0,6,0,0,0,False
Baruntse,2011,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6500.0,2,0,1,0,False
Makalu,2012,Spring,Success (main peak),8485.0,1,0,1,0,True
Tilicho,2011,Spring,"Bad weather (storms, high winds)",7300.0,8,0,1,0,False
Jobo Rinjang,2011,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6300.0,5,0,1,0,False
Cho Oyu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",6700.0,1,0,1,0,False
Baruntse,2012,Spring,"Bad weather (storms, high winds)",6700.0,3,0,2,0,False
Cho Oyu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",7200.0,1,0,0,0,False
Cho Oyu,2012,Autumn,"Bad weather (storms, high winds)",6400.0,10,0,0,0,False
Cho Oyu,2012,Spring,Success (main peak),8188.0,1,0,1,0,True
Cho Oyu,2012,Spring,"Illness, AMS, exhaustion, or frostbite",7200.0,1,0,0,0,False
